tarih,bölüm,çekim,karakterler,sesler,süre_sn,çözünürlük,seed,kredi,dolar,durum,video_url,yerel_dosya
2026-09-16 19:40,2,1,,,15,720p,,372.0,1.86,ok,https://tempfile.aiquickdraw.com/seedance/1789587620650-kndsay9zj2s.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/flythrough/episodes/ep02/shots/shot_01.mp4
2026-09-18 19:09,3,1,,,15,720p,,372.0,1.86,ok,https://tempfile.aiquickdraw.com/seedance/1789758565057-qfbzxft5vc8.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/flythrough/episodes/ep03/shots/shot_01.mp4
2026-09-20 19:00,4,1,,,15,720p,,372.0,1.86,ok,https://tempfile.aiquickdraw.com/seedance/1789930781394-6ks1tdbvtlr.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/flythrough/episodes/ep04/shots/shot_01.mp4
2026-09-22 19:57,5,1,,,15,720p,,744.0,3.72,qc_fail,https://tempfile.aiquickdraw.com/seedance/1790106721065-wrm47cti73e.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/flythrough/episodes/ep05/shots/shot_01.mp4
2026-09-24 20:09,5,1,,,15,720p,,372.0,1.86,ok,https://tempfile.aiquickdraw.com/seedance/1790280547881-zz8rnixn5c.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/flythrough/episodes/ep05/shots/shot_01.mp4
